E1,18.221236,-64.677904,6,1,2,1,f,27.3
E2,18.224957,-64.665648,6,1,1,1,f,29.8
E3,18.229963,-64.661441,6,1,2,1,f,24.7
E4,18.187248,-64.740440,6,2,1,1,f,29.1
E5,18.203276,-64.716492,6,2,1,1,f,30.0
J10,18.340503,-64.825223,6,1,2,1,f,24.6
J11,18.345855,-64.832375,6,1,2,1,f,17.3
J12,18.347201,-64.833335,6,1,1,1,f,18.8
J13,18.361226,-64.831118,6,1,2,1,f,26.0
J14,18.361230,-64.830645,6,1,1,1,f,25.5
J15,18.311597,-64.676880,6,1,2,1,f,29.6
J16,18.329085,-64.691713,6,1,1,1,f,24.9
J17,18.329516,-64.694082,6,1,2,1,f,24.6
J18,18.347950,-64.652630,6,1,2,1,f,23.3
J19,18.309745,-64.682065,6,1,1,1,f,27.8
J20,18.324464,-64.651934,6,1,2,1,f,14.7
J21,18.326040,-64.678439,6,1,2,1,f,17.7
J22,18.333889,-64.659119,6,1,2,1,f,27.3
J23,18.339334,-64.656333,6,1,2,1,f,28.1
J24,18.355494,-64.816392,6,1,2,1,f,20.5
J25,18.360797,-64.828748,6,1,1,1,f,14.0
J26,18.363247,-64.659873,6,1,2,1,f,15.4
J27,18.369215,-64.798557,6,1,1,1,f,19.8
J28,18.316533,-64.680712,6,1,2,1,f,28.7
J29,18.318254,-64.638631,6,1,1,1,f,25.0
J30,18.318657,-64.644311,6,1,2,1,f,25.9
J31,18.350516,-64.817286,6,1,2,1,f,19.7
J32,18.325425,-64.696880,6,1,2,1,f,8.9
J33,18.341180,-64.703184,6,1,2,1,f,3.4
J34,18.358168,-64.820205,6,1,2,1,f,5.0
J35,18.316889,-64.691594,6,1,2,1,f,2.3
J36,18.329716,-64.671379,6,1,2,1,f,2.3
J37,18.357124,-64.834859,6,1,1,1,f,2.3
J38,18.332176,-64.648223,6,1,2,1,f,1.0
J39,18.333064,-64.650124,6,1,2,1,f,1.0
J40,18.338453,-64.705049,6,1,2,1,f,11.4
J41,18.348174,-64.678652,6,1,2,1,f,3.7
J42,18.312164,-64.764387,6,1,2,1,f,10.4
J43,18.318290,-64.686405,6,1,2,1,f,11.9
J44,18.325415,-64.796685,6,1,2,1,f,2.7
J45,18.331937,-64.675657,6,1,1,1,f,4.4
J46,18.329444,-64.800511,6,1,2,1,f,8.3
J47,18.340281,-64.702702,6,1,1,1,f,8.4
J48,18.351153,-64.647930,6,2,1,1,f,18.9
J49,18.352451,-64.654566,6,2,1,1,f,20.6
J50,18.338442,-64.804388,6,2,1,1,f,21.7
J51,18.339662,-64.818592,6,2,1,1,f,28.2
J52,18.345453,-64.827167,6,2,1,1,f,22.2
J53,18.354418,-64.834358,6,2,1,1,f,18.3
J54,18.332016,-64.666670,6,2,1,1,f,12.7
J55,18.351092,-64.655026,6,2,1,1,f,28.7
J56,18.349883,-64.836202,6,2,1,1,f,18.5
J57,18.354598,-64.667360,6,2,1,1,f,27.7
J58,18.310544,-64.693898,6,2,1,1,f,25.0
J59,18.315356,-64.660362,6,2,1,1,f,26.6
J6,18.320017,-64.695409,6,1,2,1,f,15.1
J60,18.338901,-64.705527,6,2,1,1,f,9.7
J61,18.358714,-64.810276,6,2,1,1,f,2.1
J62,18.328808,-64.671843,6,2,1,1,f,8.7
J63,18.358461,-64.836766,6,2,1,1,f,7.3
J64,18.331712,-64.649638,6,2,1,1,f,1.0
J65,18.337026,-64.661988,6,2,1,1,f,7.6
J66,18.314374,-64.769612,6,2,1,1,f,9.1
J67,18.343375,-64.659210,6,2,1,1,f,11.8
J68,18.327177,-64.801433,6,2,1,1,f,11.5
J7,18.320850,-64.651900,6,1,2,1,f,28.9
J8,18.337495,-64.660100,6,1,2,1,f,16.4
J9,18.357689,-64.823038,6,1,1,1,f,14.7
M69,18.268664,-64.729428,6,1,2,1,f,26.4
M70,18.269098,-64.731324,6,1,1,1,f,26.1
M71,18.234590,-64.846806,6,1,2,1,f,28.0
M72,18.235922,-64.849184,6,1,1,1,f,25.3
M73,18.246068,-64.827544,6,1,2,1,f,23.4
M74,18.251479,-64.828546,6,1,2,1,f,28.0
M75,18.257973,-64.948704,6,1,1,1,f,27.9
M76,18.268297,-64.864657,6,1,2,1,f,28.7
M77,18.282705,-64.822726,6,1,2,1,f,22.7
M78,18.295581,-64.750031,6,1,2,1,f,27.8
M79,18.300541,-64.751027,6,1,2,1,f,28.5
M80,18.270743,-64.845297,6,1,2,1,f,29.0
M81,18.272623,-64.837752,6,1,2,1,f,28.8
M82,18.274142,-64.772513,6,1,1,1,f,26.8
M83,18.278896,-64.843019,6,1,1,1,f,27.0
M84,18.281611,-64.842575,6,1,2,1,f,27.1
M85,18.289217,-64.802932,6,1,2,1,f,19.2
M86,18.291918,-64.803906,6,1,2,1,f,21.6
M87,18.286475,-64.806214,6,1,1,1,f,28.7
M88,18.290554,-64.804838,6,1,2,1,f,25.0
M89,18.268647,-64.731319,6,2,1,1,f,25.0
M90,18.266238,-64.796548,6,2,1,1,f,27.4
M91,18.297436,-64.793559,6,2,1,1,f,19.1
M92,18.299216,-64.796415,6,2,1,1,f,23.9
M93,18.299659,-64.797365,6,2,1,1,f,22.8
M94,18.284055,-64.823213,6,2,1,1,f,27.5
M95,18.274402,-64.840607,6,2,1,1,f,25.1
M96,18.274940,-64.831629,6,2,1,1,f,22.4
M97,18.288273,-64.807179,6,2,1,1,f,22.0
M98,18.292830,-64.802970,6,2,1,1,f,20.3
M99,18.286019,-64.806682,6,2,1,1,f,29.2
MJ100,18.350261,-64.698069,6,1,2,1,f,13.1
MJ101,18.358116,-64.678275,6,1,1,1,f,25.0
MJ102,18.370313,-64.678393,6,1,2,1,f,19.7
MJ103,18.364804,-64.688276,6,1,2,1,f,19.9
MJ104,18.367557,-64.683571,6,1,2,1,f,26.2
MJ105,18.370702,-64.685494,6,1,2,1,f,18.7
MJ106,18.371074,-64.694487,6,1,1,1,f,16.5
MJ107,18.342273,-64.681907,6,1,2,1,f,23.5
MJ108,18.342724,-64.681911,6,1,1,1,f,22.1
MJ109,18.348893,-64.699475,6,1,2,1,f,15.0
MJ110,18.366172,-64.686869,6,1,2,1,f,15.6
MJ111,18.368874,-64.687842,6,1,2,1,f,21.1
MJ112,18.368878,-64.687369,6,1,1,1,f,14.6
MJ113,18.336743,-64.694153,6,1,1,1,f,19.1
MJ114,18.336760,-64.692261,6,1,2,1,f,14.5
MJ115,18.341298,-64.689939,6,1,2,1,f,5.0
MJ116,18.344038,-64.686655,6,1,1,1,f,6.0
MJ117,18.351156,-64.699024,6,1,2,1,f,0.7
MJ118,18.343611,-64.683812,6,1,2,1,f,0.8
MJ119,18.344067,-64.683343,6,1,1,1,f,5.9
MJ120,18.346246,-64.692353,6,1,1,1,f,6.9
MJ121,18.349822,-64.696645,6,1,2,1,f,11.0
MJ122,18.334966,-64.690824,6,1,2,1,f,10.7
MJ123,18.340809,-64.694192,6,1,1,1,f,8.8
MJ124,18.346309,-64.685257,6,1,2,1,f,4.9
MJ125,18.347593,-64.693312,6,1,1,1,f,1.9
MJ126,18.353453,-64.694789,6,1,2,1,f,8.9
MJ127,18.334531,-64.688928,6,2,1,1,f,12.3
MJ128,18.356280,-64.681569,6,2,1,1,f,27.2
MJ129,18.367996,-64.684995,6,2,1,1,f,26.8
MJ130,18.368962,-64.677907,6,2,1,1,f,28.9
MJ131,18.349830,-64.695699,6,2,1,1,f,12.6
MJ132,18.350759,-64.692870,6,2,1,1,f,12.1
MJ133,18.335405,-64.692247,6,2,1,1,f,12.2
MJ134,18.372049,-64.686453,6,2,1,1,f,14.3
MJ135,18.340353,-64.694661,6,2,1,1,f,12.2
MJ136,18.334071,-64.689869,6,2,1,1,f,11.9
MJ137,18.338161,-64.687071,6,2,1,1,f,11.5
MJ138,18.343084,-64.692322,6,2,1,1,f,3.5
MJ139,18.352038,-64.701398,6,2,1,1,f,4.8
MJ140,18.339909,-64.693710,6,2,1,1,f,10.1
MJ141,18.343582,-64.687123,6,2,1,1,f,6.0
MJ142,18.348492,-64.693794,6,2,1,1,f,1.8
MM143,18.268621,-64.734156,6,1,2,1,f,25.6
MM144,18.270560,-64.719517,6,1,1,1,f,25.3
MM145,18.310122,-64.740718,6,1,2,1,f,22.5
MM146,18.302052,-64.734016,6,1,2,1,f,27.1
MM147,18.302839,-64.746793,6,1,1,1,f,26.9
MM148,18.303299,-64.745852,6,1,2,1,f,26.9
MM149,18.271042,-64.716211,6,1,2,1,f,27.6
MM150,18.272380,-64.718116,6,1,2,1,f,28.5
MM151,18.280688,-64.698336,6,1,2,1,f,24.3
MM152,18.281169,-64.695031,6,1,2,1,f,24.0
MM153,18.281596,-64.697872,6,1,2,1,f,20.7
MM154,18.281608,-64.696454,6,1,1,1,f,22.1
MM155,18.303772,-64.693359,6,1,1,1,f,21.2
MM156,18.304650,-64.696205,6,1,1,1,f,26.1
MM157,18.305566,-64.694795,6,1,2,1,f,25.6
MM158,18.297330,-64.706538,6,1,1,1,f,25.6
MM159,18.299723,-64.691428,6,1,2,1,f,27.8
MM160,18.306973,-64.739267,6,2,1,1,f,25.2
MM161,18.311052,-64.737889,6,2,1,1,f,21.3
MM162,18.301604,-64.733538,6,2,1,1,f,21.3
MM163,18.304190,-64.747280,6,2,1,1,f,26.5
MM164,18.282018,-64.701187,6,2,1,1,f,29.0
MM165,18.283453,-64.692216,6,2,1,1,f,28.1
MM166,18.301488,-64.696174,6,2,1,1,f,28.5
MM167,18.307864,-64.740695,6,2,1,1,f,18.2
MM168,18.300188,-64.690013,6,2,1,1,f,29.3
P169,18.358535,-64.781415,6,1,2,1,f,20.4
P170,18.361912,-64.758268,6,1,2,1,f,14.7
P171,18.363302,-64.754497,6,1,1,1,f,15.3
P172,18.364451,-64.776745,6,1,2,1,f,23.4
P173,18.357154,-64.684889,6,1,2,1,f,18.1
P174,18.366092,-64.695858,6,1,2,1,f,19.8
P175,18.372118,-64.729037,6,1,2,1,f,18.3
P176,18.376519,-64.741856,6,1,1,1,f,24.5
P177,18.310281,-64.723219,6,1,2,1,f,15.8
P178,18.358259,-64.762489,6,1,1,1,f,18.0
P179,18.367666,-64.771101,6,1,2,1,f,25.5
P180,18.349855,-64.791734,6,1,1,1,f,15.5
P181,18.352923,-64.801700,6,1,2,1,f,17.9
P182,18.354385,-64.790361,6,1,1,1,f,13.8
P183,18.355665,-64.798417,6,1,2,1,f,13.8
P184,18.356670,-64.787546,6,1,2,1,f,19.2
P185,18.357994,-64.790872,6,1,2,1,f,17.6
P186,18.358410,-64.794661,6,1,2,1,f,14.1
P187,18.297351,-64.704174,6,1,2,1,f,25.5
P188,18.309585,-64.700037,6,1,1,1,f,12.1
P189,18.308222,-64.700969,6,1,2,1,f,4.7
P190,18.314457,-64.760626,6,1,1,1,f,10.4
P191,18.354810,-64.793204,6,1,2,1,f,7.0
P192,18.372475,-64.739450,6,1,2,1,f,3.4
P193,18.302780,-64.703281,6,1,1,1,f,0.9
P194,18.308508,-64.719418,6,1,2,1,f,3.6
P195,18.363289,-64.706239,6,1,2,1,f,0.8
P196,18.372914,-64.740873,6,1,1,1,f,8.3
P197,18.373361,-64.741351,6,1,2,1,f,11.3
P198,18.349977,-64.679143,6,1,2,1,f,8.1
P199,18.349501,-64.781323,6,1,2,1,f,10.9
P200,18.362462,-64.697715,6,1,1,1,f,3.3
P201,18.304545,-64.708028,6,1,2,1,f,10.6
P202,18.314479,-64.758261,6,1,2,1,f,11.2
P203,18.321333,-64.749817,6,1,2,1,f,1.1
P204,18.349532,-64.778012,6,1,2,1,f,3.8
P205,18.352304,-64.771417,6,1,1,1,f,4.6
P206,18.360846,-64.775762,6,1,2,1,f,6.6
P207,18.361285,-64.777186,6,1,1,1,f,7.0
P208,18.365508,-64.760197,6,1,2,1,f,7.4
P209,18.366959,-64.749803,6,1,1,1,f,6.8
P210,18.307247,-64.709000,6,1,1,1,f,5.3
P211,18.323600,-64.748894,6,1,2,1,f,0.4
P212,18.347681,-64.782723,6,1,2,1,f,3.6
P213,18.363749,-64.754975,6,2,1,1,f,18.7
P214,18.367648,-64.723788,6,2,1,1,f,12.6
P215,18.355191,-64.800777,6,2,1,1,f,20.8
P216,18.358070,-64.683479,6,2,1,1,f,28.7
P217,18.367328,-64.758796,6,2,1,1,f,20.9
P218,18.367719,-64.765424,6,2,1,1,f,24.5
P219,18.343482,-64.796872,6,2,1,1,f,22.6
P220,18.348952,-64.791725,6,2,1,1,f,18.2
P221,18.356152,-64.794637,6,2,1,1,f,15.7
P222,18.359323,-64.793724,6,2,1,1,f,17.7
P223,18.300049,-64.705619,6,2,1,1,f,20.0
P224,18.315843,-64.757329,6,2,1,1,f,0.5
P225,18.355549,-64.762461,6,2,1,1,f,3.9
P226,18.306795,-64.708996,6,2,1,1,f,5.4
P227,18.361989,-64.700076,6,2,1,1,f,2.7
P228,18.373357,-64.741824,6,2,1,1,f,11.6
P229,18.361609,-64.692029,6,2,1,1,f,1.7
P230,18.367235,-64.719526,6,2,1,1,f,2.3
P231,18.316716,-64.760649,6,2,1,1,f,0.1
P232,18.317328,-64.743155,6,2,1,1,f,11.9
P233,18.359009,-64.779055,6,2,1,1,f,10.8
P234,18.373301,-64.747974,6,2,1,1,f,7.3
P235,18.363979,-64.729902,6,2,1,1,f,1.3
P236,18.365356,-64.727550,6,2,1,1,f,9.0
S237,18.241931,-65.098850,6,1,2,1,f,29.1
S238,18.257826,-65.091004,6,1,2,1,f,27.6
S239,18.278350,-65.113945,6,1,1,1,f,27.4
S240,18.281212,-65.140929,6,1,2,1,f,28.4
S241,18.282021,-65.108788,6,1,1,1,f,27.2
S242,18.282347,-65.120140,6,1,1,1,f,23.9
S243,18.287419,-65.110745,6,1,2,1,f,24.0
S244,18.300547,-65.108067,6,1,2,1,f,27.0
S245,18.304854,-65.127034,6,1,2,1,f,25.0
S246,18.312393,-65.139421,6,1,1,1,f,24.0
S247,18.317467,-65.130025,6,1,2,1,f,27.0
S248,18.258033,-65.113226,6,2,1,1,f,26.4
S249,18.262855,-65.085392,6,2,1,1,f,28.6
S250,18.267922,-65.117601,6,2,1,1,f,27.4
S251,18.289163,-65.116440,6,2,1,1,f,23.0
S252,18.294345,-65.137781,6,2,1,1,f,25.0
S253,18.313497,-65.121465,6,2,1,1,f,27.0
ST254,18.299313,-64.833777,6,1,2,1,f,17.6
ST255,18.320980,-64.835424,6,1,2,1,f,15.9
ST256,18.302876,-64.839016,6,1,2,1,f,16.5
ST257,18.307320,-64.846630,6,1,2,1,f,14.4
ST258,18.297976,-64.831871,6,1,2,1,f,15.5
ST259,18.299778,-64.832363,6,1,2,1,f,12.3
ST260,18.301139,-64.878250,6,1,1,1,f,12.2
ST261,18.308224,-64.846640,6,1,2,1,f,15.6
ST262,18.303426,-64.875437,6,1,2,1,f,3.0
ST263,18.315199,-64.825904,6,1,2,1,f,5.9
ST264,18.297547,-64.829502,6,1,2,1,f,5.7
ST265,18.318539,-64.854317,6,1,1,1,f,0.7
ST266,18.314287,-64.826840,6,1,2,1,f,3.7
ST267,18.316951,-64.831598,6,1,2,1,f,9.1
ST268,18.302960,-64.876851,6,1,2,1,f,2.3
ST269,18.311750,-64.855663,6,1,1,1,f,9.4
ST270,18.312635,-64.857565,6,1,2,1,f,10.5
ST271,18.308342,-64.834345,6,1,1,1,f,7.9
ST272,18.315596,-64.831583,6,1,2,1,f,4.0
ST273,18.308584,-64.856103,6,2,1,1,f,15.0
ST274,18.307334,-64.845212,6,2,1,1,f,16.0
ST275,18.308579,-64.856575,6,2,1,1,f,12.6
ST276,18.298870,-64.832826,6,2,1,1,f,17.4
ST277,18.303463,-64.871654,6,2,1,1,f,4.0
ST278,18.314852,-64.861845,6,2,1,1,f,5.8
ST279,18.315655,-64.825435,6,2,1,1,f,8.5
ST280,18.311713,-64.859446,6,2,1,1,f,10.2
ST281,18.316924,-64.834435,6,2,1,1,f,10.3
ST282,18.308437,-64.824414,6,2,1,1,f,11.1
T283,18.276976,-64.900687,6,1,1,1,f,28.0
T284,18.281930,-64.947080,6,1,2,1,f,24.0
T285,18.310681,-64.918080,6,1,2,1,f,16.0
T286,18.343883,-64.984195,6,1,2,1,f,22.0
T287,18.356309,-65.047723,6,1,2,1,f,16.3
T288,18.368420,-65.013333,6,1,1,1,f,17.2
T289,18.369157,-65.028952,6,1,2,1,f,22.5
T290,18.343394,-65.030543,6,1,2,1,f,22.0
T291,18.344087,-65.007847,6,1,1,1,f,27.0
T292,18.361008,-65.030749,6,1,2,1,f,14.2
T293,18.352502,-64.845691,6,1,2,1,f,25.4
T294,18.356115,-64.845729,6,1,2,1,f,27.6
T295,18.358097,-64.874135,6,1,2,1,f,25.1
T296,18.369942,-64.863854,6,1,2,1,f,29.0
T297,18.371461,-65.024722,6,1,2,1,f,23.8
T298,18.373654,-65.030897,6,1,1,1,f,30.0
T299,18.378265,-65.064067,6,1,2,1,f,16.0
T300,18.382827,-65.059864,6,1,1,1,f,28.0
T301,18.386273,-64.990830,6,1,2,1,f,28.4
T302,18.391328,-64.893893,6,1,2,1,f,19.9
T303,18.400734,-64.946519,6,1,1,1,f,25.8
T304,18.403108,-64.935189,6,1,1,1,f,19.4
T305,18.284297,-64.891309,6,1,2,1,f,24.0
T306,18.294407,-64.919319,6,1,1,1,f,24.0
T307,18.306116,-64.967213,6,1,2,1,f,21.0
T308,18.300258,-65.009233,6,1,1,1,f,28.0
T309,18.301226,-65.003097,6,1,1,1,f,28.0
T310,18.306721,-64.814937,6,1,2,1,f,23.6
T311,18.306784,-64.808316,6,1,2,1,f,20.8
T312,18.312556,-64.999444,6,1,1,1,f,21.0
T313,18.314795,-65.001361,6,1,2,1,f,24.0
T314,18.356146,-65.062858,6,1,2,1,f,28.3
T315,18.362803,-64.854789,6,1,2,1,f,19.1
T316,18.363791,-64.892173,6,1,2,1,f,13.0
T317,18.369041,-64.997255,6,1,1,1,f,14.8
T318,18.376238,-64.956652,6,1,2,1,f,16.4
T319,18.391040,-64.966755,6,1,2,1,f,17.6
T320,18.393392,-64.913315,6,1,2,1,f,20.5
T321,18.412837,-64.911164,6,1,1,1,f,26.5
T322,18.294024,-64.820007,6,1,2,1,f,21.2
T323,18.362368,-65.030292,6,1,2,1,f,24.6
T324,18.366811,-64.906399,6,1,1,1,f,16.0
T325,18.279342,-64.889837,6,1,2,1,f,2.0
T326,18.307603,-64.997968,6,1,2,1,f,5.0
T327,18.371143,-64.968895,6,1,2,1,f,4.7
T328,18.402064,-64.904421,6,1,1,1,f,2.2
T329,18.358162,-65.043488,6,1,2,1,f,2.7
T330,18.361257,-65.049674,6,1,1,1,f,0.5
T331,18.393294,-64.967254,6,1,2,1,f,9.4
T332,18.395532,-64.969172,6,1,2,1,f,11.4
T333,18.400888,-64.975384,6,1,1,1,f,9.6
T334,18.366723,-65.002906,6,1,1,1,f,11.5
T335,18.413788,-64.906443,6,1,2,1,f,11.7
T336,18.317087,-64.864234,6,1,1,1,f,1.3
T337,18.346501,-64.858872,6,1,2,1,f,6.1
T338,18.310695,-64.961116,6,1,2,1,f,4.0
T339,18.321450,-64.925293,6,1,2,1,f,11.0
T340,18.356876,-64.860403,6,1,2,1,f,6.2
T341,18.357048,-64.888788,6,1,2,1,f,7.1
T342,18.364325,-65.016123,6,1,1,1,f,10.0
T343,18.365136,-64.938077,6,1,2,1,f,6.3
T344,18.365578,-64.939028,6,1,1,1,f,7.2
T345,18.383279,-64.974710,6,1,1,1,f,4.6
T346,18.393402,-64.912369,6,1,2,1,f,6.3
T347,18.311618,-65.002744,6,1,2,1,f,11.0
T348,18.327605,-64.941915,6,1,1,1,f,11.0
T349,18.370512,-64.942395,6,1,2,1,f,10.4
T350,18.335659,-65.077750,6,2,1,1,f,27.0
T351,18.340252,-65.070710,6,2,1,1,f,25.0
