3001,26.2324599,-80.0854252,3,1,1,1,f,-6.3
3002,26.2324472,-80.0834231,3,1,1,1,f,-3.8
3003,26.2126228,-80.0895842,3,1,1,1,f,-5.3
3004,26.2017696,-80.0866660,3,1,1,1,f,-5.5
3005,26.1990420,-80.0836848,3,1,1,1,f,-10.5
3006,26.1918446,-80.0877442,3,1,1,1,f,-4.8
3007,26.1665838,-80.0909426,3,1,1,1,f,-6.2
3008,26.1052586,-80.1024178,3,1,1,1,f,-5.1
3009,26.0880980,-80.1015488,3,1,1,1,f,-6.0
3010,26.0872200,-80.1055551,3,1,1,1,f,-5.5
3011,26.0826932,-80.1035898,3,1,1,1,f,-4.2
3012,26.0700345,-80.1006870,3,1,1,1,f,-8.4
3013,26.0646297,-80.1027276,3,1,1,1,f,-7.8
3014,26.0601092,-80.1017624,3,1,1,1,f,-7.9
3015,26.0520329,-80.1098207,3,1,1,1,f,-5.0
3016,26.0502148,-80.1078353,3,1,1,1,f,-6.7
3017,26.0483781,-80.1028514,3,1,1,1,f,-8.0
3018,26.0474752,-80.1028583,3,1,1,1,f,-8.0
3019,26.0474628,-80.1008593,3,1,1,1,f,-9.0
3020,26.0411551,-80.1029064,3,1,1,1,f,-7.8
3021,26.0258311,-80.1070204,3,1,1,1,f,-7.2
3022,26.0086517,-80.1031535,3,1,1,1,f,-9.5
3023,26.0032900,-80.1121868,3,1,1,1,f,-6.0
3024,25.9996354,-80.1052203,3,1,1,1,f,-9.2
3025,25.9897161,-80.1072935,3,1,1,1,f,-7.9
3026,25.9888623,-80.1152924,3,1,1,1,f,-4.1
3027,25.9834021,-80.1083402,3,1,1,1,f,-8.4
3028,25.9788815,-80.1073754,3,1,1,1,f,-9.3
3029,25.9563525,-80.1145369,3,1,1,1,f,-6.4
3030,25.9437060,-80.1136328,3,1,1,1,f,-6.6
3031,25.9401127,-80.1166556,3,1,1,1,f,-5.6
3032,25.9255869,-80.1037832,3,1,1,1,f,-8.8
3033,25.8994462,-80.1109688,3,1,1,1,f,-7.1
3034,25.8823096,-80.1140917,3,1,1,1,f,-6.6
3035,25.8506777,-80.1093380,3,1,1,1,f,-5.4
3036,25.8190825,-80.1105722,3,1,1,1,f,-6.8
3037,25.8145435,-80.1066157,3,1,1,1,f,-6.9
3038,25.8091567,-80.1116438,3,1,1,1,f,-5.6
3039,25.8091445,-80.1096488,3,1,1,1,f,-6.7
3040,25.8036964,-80.1047021,3,1,1,1,f,-7.6
3041,25.7955272,-80.0977815,3,1,1,1,f,-10.8
3042,25.7839540,-80.1247970,3,1,1,1,f,-4.9
3043,25.7775551,-80.1118793,3,1,1,1,f,-8.0
3044,26.3172493,-80.0727382,3,1,1,1,f,-4.4
3045,26.3154501,-80.0737543,3,1,1,1,f,-2.9
3046,26.2910801,-80.0749496,3,1,1,1,f,-5.8
3047,26.7169280,-80.0303147,3,1,1,1,f,-4.4
3048,26.6997685,-80.0294548,3,1,1,1,f,-4.9
3049,26.6817269,-80.0316177,3,1,1,1,f,-5.2
3050,26.7612045,-80.0359733,3,1,1,1,f,-0.9
3051,26.7494618,-80.0350668,3,1,1,1,f,-1.8
3052,26.7259762,-80.0332542,3,1,1,1,f,-2.2
3053,27.1781485,-80.1535474,3,1,1,1,f,-5.1
3054,27.1546161,-80.1436326,3,1,1,1,f,-3.3
3055,27.1311387,-80.1428025,3,1,1,1,f,-4.8
3056,27.1265879,-80.1367833,3,1,1,1,f,-6.6
3057,27.0731881,-80.1150059,3,1,1,1,f,-3.6
3058,26.1494611,-80.0960774,3,1,1,1,f,-7.2
3059,26.1097542,-80.0993832,3,1,1,1,f,-5.7
3060,26.0420766,-80.1058979,3,1,1,1,f,-6.6
3061,27.1328822,-80.1326989,3,1,1,1,f,-4.5
3062,27.1202811,-80.1388496,3,1,1,1,f,-6.1
3063,27.1120566,-80.1227711,3,1,1,1,f,-7.3
3064,26.2387350,-80.0783679,3,1,1,1,f,-11.2
3065,26.1927157,-80.0827335,3,1,1,1,f,-14.5
3066,26.1268457,-80.0892499,3,1,1,1,f,-13.5
3067,26.1223440,-80.0912852,3,1,1,1,f,-10.6
3068,26.1196543,-80.0943065,3,1,1,1,f,-7.1
3069,26.0691254,-80.0996942,3,1,1,1,f,-9.3
